Title,Artist,Year,Explicit,Styles,Languages,title_artist,synced
A Soft Place to Fall,Allison Moorer,1998,0,Country,English,a soft place to fall - allison moorer,0
Maybe This Time,Michael Martin Murphey,1983,0,"Pop,Love",English,maybe this time - michael martin murphey,0
Miss Nothing,The Pretty Reckless,2010,0,"Alternative,Rock,Punk/Grunge",English,miss nothing - the pretty reckless,0
Shake It Out,Florence + The Machine,2011,0,"Pop,Alternative,Rock",English,shake it out - florence + the machine,0
I Need A Doctor,Dr. Dre,2011,0,Rap,English,i need a doctor - dr. dre,0
Heast as net,Conchita Wurst,2017,0,"Pop,Duet",English,heast as net - conchita wurst,0
Something Beautiful,Robbie Williams,2002,0,"Pop,Rock",English,something beautiful - robbie williams,0
Let It Snow! Let It Snow! Let It Snow!,Frank Sinatra,1957,0,"Christmas,Jazz,Oldies",English,let it snow! let it snow! let it snow! - frank sinatra,0
Didn't I (Blow Your Mind),The Delfonics,1970,0,"Soft rock,Soul",English,didn't i (blow your mind) - the delfonics,0
This Is The Life,Matt Monro,1966,0,"Musical,Jazz",English,this is the life - matt monro,0
I'm So Young,The Students,1961,0,"Oldies,Rock",English,i'm so young - the students,0
Light My Fire,José Feliciano,1968,0,Latin,English,light my fire - josé feliciano,0
Lean on Me,Kirk Franklin,1998,0,"Gospel,Love,Soft rock",English,lean on me - kirk franklin,0
Electricity,Silk City,2018,0,"Pop,Electro,Dance",English,electricity - silk city,0
Do You Wanna Dance,Cliff Richard,1962,0,Rock 'n Roll,English,do you wanna dance - cliff richard,0
Misery,Pink,2001,0,"Pop,Duet,Rock",English,misery - pink,0
Solo,Demi Lovato,2009,0,"Pop,Rock",English,solo - demi lovato,0
Dark Necessities,Red Hot Chili Peppers,2016,0,"Rock,Alternative,Funk",English,dark necessities - red hot chili peppers,0
(Kissed You) Good Night,Gloriana,2012,0,"Country,Duet",English,(kissed you) good night - gloriana,0
Duck and Run,3 Doors Down,2000,0,"Alternative,Rock,Hard/Metal",English,duck and run - 3 doors down,0
Live Like We're Dying,Kris Allen,2009,0,Pop,English,live like we're dying - kris allen,0
A Happy Place,Katie Melua,2010,0,"Pop,Rock",English,a happy place - katie melua,0
(They Long To Be) Close To You,Harry Connick Jr.,2009,0,"Jazz,Pop",English,(they long to be) close to you - harry connick jr.,0
With You,Chris Brown,2007,0,R&B,English,with you - chris brown,0
High Class Lady,The Lennerockers,1995,0,Rock 'n Roll,English,high class lady - the lennerockers,0
That's The Way It Is,The Adventures of Stevie V,1990,0,"Dance,Rap",English,that's the way it is - the adventures of stevie v,0
Redemption Song,Yannick Noah,2012,0,Reggae,English,redemption song - yannick noah,0
Before Too Long,Paul Kelly,1986,0,Rock,English,before too long - paul kelly,0
Timeless,Tina Arena,2006,0,"Pop,Love,Duet",English,timeless - tina arena,0
"Ain't Got No, I Got Life",Nina Simone,1968,0,"Pop,Soul",English,"ain't got no, i got life - nina simone",0
If I Loved You,Barbra Streisand,1985,0,"Musical,Love",English,if i loved you - barbra streisand,0
Hillbilly Highway,Steve Earle,1986,0,Country,English,hillbilly highway - steve earle,0
Do Ya',K.T. Oslin,1987,0,"Country,Pop",English,do ya' - k.t. oslin,0
Have Yourself a Merry Little Christmas,Sarah Connor,2005,0,"Christmas,Jazz",English,have yourself a merry little christmas - sarah connor,0
After Midnight,Eric Clapton,1970,0,"Rock,Pop",English,after midnight - eric clapton,0
You Don't Do It For Me Anymore,Demi Lovato,2017,0,Pop,English,you don't do it for me anymore - demi lovato,0
Never Close Our Eyes,Adam Lambert,2012,0,"80s,Pop",English,never close our eyes - adam lambert,0
Consequences (Orchestra),Camila Cabello,2018,0,Pop,English,consequences (orchestra) - camila cabello,0
Possession,Sarah McLachlan,1993,0,"Pop,Rock",English,possession - sarah mclachlan,0
Somebody to Love,We Will Rock You (musical),2002,0,"Musical,Pop,Rock",English,somebody to love - we will rock you (musical),0
"Me va, me va",Julio Iglesias,2011,0,"Pop,Latin","Spanish,English","me va, me va - julio iglesias",0
Hate U,Mariah Carey,2009,0,"Pop,R&B",English,hate u - mariah carey,0
Here We Go,Trina,2006,0,R&B,English,here we go - trina,0
Pizza Song,Children's Chorus,2008,0,Kids,English,pizza song - children's chorus,0
Let's Do It (Let's Fall In Love),Ella Fitzgerald,1956,0,Jazz,English,let's do it (let's fall in love) - ella fitzgerald,0
Why Can't This Night Go On Forever,Journey,1986,0,Rock,English,why can't this night go on forever - journey,0
Without Love,Hairspray (musical),2002,0,Musical,English,without love - hairspray (musical),0
Try to Remember (Live),The Brothers Four,1958,0,"Folk,Oldies",English,try to remember (live) - the brothers four,0
Gecko (Overdrive),Becky Hill,2014,0,"Dance,Electro",English,gecko (overdrive) - becky hill,0
A Little More Mascara,La Cage aux folles (musical),1983,1,Musical,English,a little more mascara - la cage aux folles (musical),0
Is Everybody Happy,Jackpot,1973,0,"Schlager,Pop",English,is everybody happy - jackpot,0
Still Frame,Trapt,2003,0,Rock,English,still frame - trapt,0
Walk Along,Trijntje Oosterhuis,2014,0,Pop,English,walk along - trijntje oosterhuis,0
Where I Wanna Be,V*Enna,1999,0,"Pop,Christian",English,where i wanna be - v*enna,0
Love You Too Late,Cole Swindell,2018,0,"Country,Rock",English,love you too late - cole swindell,0
Bye Bye,Mariah Carey,2008,0,"Pop,R&B",English,bye bye - mariah carey,0
Uptown Funk,Pomplamoose,2015,0,"Funk,Pop",English,uptown funk - pomplamoose,0
Rockn' Around The Christmas Tree / Jingle Bell Rock,Michael Bublé,2012,0,"Christmas,Jazz",English,rockn' around the christmas tree / jingle bell rock - michael bublé,0
Never Wear Panties To A Party,Kacey Jones,2003,0,Pop,English,never wear panties to a party - kacey jones,0
Freak like Me,Sugababes,2002,0,"Pop,80s,R&B",English,freak like me - sugababes,0
We Are In Love,Harry Connick Jr.,1990,0,Jazz,English,we are in love - harry connick jr.,0
Sk8tr Boi,Postmodern Jukebox,2013,0,"Pop,Soul,Rock 'n Roll",English,sk8tr boi - postmodern jukebox,0
"Food, Glorious Food",Oliver!,1962,0,Musical,English,"food, glorious food - oliver!",0
So Rare,Frank Sinatra,1957,0,"Jazz,Oldies",English,so rare - frank sinatra,0
Bring Me Sunshine,Morecambe and Wise,1969,0,"Musical,Jazz,Pop,Duet",English,bring me sunshine - morecambe and wise,0
Flowers On The Wall,Eric Heatherly,2000,0,Country,English,flowers on the wall - eric heatherly,0
Play The Song,Joey + Rory,2009,0,Country,English,play the song - joey + rory,0
Medicine,Kelly Clarkson,2017,0,Pop,English,medicine - kelly clarkson,0
Fever,Liane Foly,2016,0,Jazz,English,fever - liane foly,0
Drowns the Whiskey,Jason Aldean,2018,0,"Pop,Country,Duet",English,drowns the whiskey - jason aldean,0
Stardust,Mika,2012,0,"Pop,Dance",English,stardust - mika,0
Club Tropicana,Wham!,1983,0,"Pop,Disco",English,club tropicana - wham!,0
Fly On The Wall,Miley Cyrus,2008,0,"Teen pop,Pop,Rock,Electro",English,fly on the wall - miley cyrus,0
Unchained Melody,Elvis Presley,1977,0,Love,English,unchained melody - elvis presley,0
Lying Down,Céline Dion,2019,0,"Love,Pop",English,lying down - céline dion,0
I Like It,The Blackout All-Stars,1994,0,"Pop,Latin",English,i like it - the blackout all-stars,0
Bring Me Down,Miranda Lambert,2005,0,Country,English,bring me down - miranda lambert,0
Here's To The Good Times,Florida Georgia Line,2012,0,Country,English,here's to the good times - florida georgia line,0
Free,Rudimental,2013,0,Soul,English,free - rudimental,0
I Saw Three Ships,Christmas Carol,1833,0,"Christmas,Traditionnal",English,i saw three ships - christmas carol,0
Little In The Middle,Milow,2011,0,"Pop,Soft rock",English,little in the middle - milow,0
Something To Dance For,Zendaya,2012,0,"Teen pop,Dance,Pop",English,something to dance for - zendaya,0
Am I Ever Gonna See Your Face Again,The Angels,1976,0,Rock,English,am i ever gonna see your face again - the angels,0
Sing When You're In Love,The Enemy,2009,0,"Rock,Alternative",English,sing when you're in love - the enemy,0
You Waltzed Yourself Right Into My Life,Derek Ryan,2011,0,"Country,Celtic",English,you waltzed yourself right into my life - derek ryan,0
I Don't Wanna Waste,Ben L'Oncle Soul,2010,0,"Soul,Reggae",English,i don't wanna waste - ben l'oncle soul,0
It's A Little Too Late,Tanya Tucker,1992,0,Country,English,it's a little too late - tanya tucker,0
That Ole Devil Called Love,Alison Moyet,1985,0,"Jazz,Pop",English,that ole devil called love - alison moyet,0
People Get Ready,Seal,2008,0,Soul,English,people get ready - seal,0
Hey Mama,David Guetta,2014,1,"Electro,Pop",English,hey mama - david guetta,0
Hottest Girl In the World,JLS,2012,0,"Teen pop,R&B",English,hottest girl in the world - jls,0
Sway (Cha Cha Cha Version),Michael Bublé,2012,0,"Jazz,Latin",English,sway (cha cha cha version) - michael bublé,0
Sweet Hitch-Hiker,Creedence Clearwater Revival,1971,0,Rock,English,sweet hitch-hiker - creedence clearwater revival,0
Another Lonely Song,Tammy Wynette,1973,0,Soft rock,English,another lonely song - tammy wynette,0
Hot N Cold,The Baseballs,2009,0,Rock 'n Roll,English,hot n cold - the baseballs,0
Wonderful Tonight,David Kersh,1998,0,Country,English,wonderful tonight - david kersh,0
I'm Not Missing You,Stacie Orrico,2006,0,R&B,English,i'm not missing you - stacie orrico,0
Change,Charlie Puth,2018,0,"Folk,Pop,Soft rock",English,change - charlie puth,0
Let It Go,Frozen (musical),2018,0,"Musical,Pop",English,let it go - frozen (musical),0
Beneath Your Beautiful,Labrinth,2012,0,"Pop,Duet,Electro",English,beneath your beautiful - labrinth,0
Rodeo,Lil Nas X,2019,0,"Pop,Rap,Duet",English,rodeo - lil nas x,0
Canadian Sunset,Dean Martin,1959,0,"Pop,Jazz,Oldies",English,canadian sunset - dean martin,0
Pullin' Me Back,Chingy,2006,0,"Rap,R&B",English,pullin' me back - chingy,0
When You're Young and in Love,The Marvelettes,1967,0,"Pop,Soul,Oldies",English,when you're young and in love - the marvelettes,0
Spain (I Can Recall),Al Jarreau,1980,0,"Jazz,Funk,Soul",English,spain (i can recall) - al jarreau,0
Where Were You in the Morning?,Shawn Mendes,2018,0,Pop,English,where were you in the morning? - shawn mendes,0
Penny Arcade,Roy Orbison,1969,0,"Rock,Pop",English,penny arcade - roy orbison,0
Anyone Can Play Guitar,Radiohead,1993,0,"Rock,Alternative",English,anyone can play guitar - radiohead,0
Eye Of The Needle,Sia,2014,0,"Pop,Alternative",English,eye of the needle - sia,0
Only Prettier,Miranda Lambert,2009,0,"Country,Soft rock",English,only prettier - miranda lambert,0
"A-Tisket, A-Tasket",Ella Fitzgerald,1919,0,"Jazz,Oldies",English,"a-tisket, a-tasket - ella fitzgerald",0
An Old Christmas Card,Jim Reeves,1963,0,"Christmas,Oldies,Pop",English,an old christmas card - jim reeves,0
Are You Sure Hank Done it This Way,Waylon Jennings,1975,0,Country,English,are you sure hank done it this way - waylon jennings,0
MacArthur Park,The Four Tops,1969,0,"Pop,Soul",English,macarthur park - the four tops,0
You're Gonna Love Me,Chris Young,2007,0,Country,English,you're gonna love me - chris young,0
Best I Ever Had,Drake,2009,1,Rap,English,best i ever had - drake,0
Ghosts on the Stereo,Carrie Underwood,2018,0,"Pop,Country",English,ghosts on the stereo - carrie underwood,0
Am I Losing You,Jim Reeves,1960,0,"Soft rock,Love",English,am i losing you - jim reeves,0
Sooner Or Later,Duncan James,2006,0,"Pop,Rock",English,sooner or later - duncan james,0
Zombie,Bad Wolves,2018,0,"Hard/Metal,Rock",English,zombie - bad wolves,0
Surrender,Ashlee Simpson,2004,0,"Pop,Rock",English,surrender - ashlee simpson,0
Go,Delilah,2011,0,"Electro,Alternative",English,go - delilah,0
Beauty Queen,Next,2000,0,R&B,English,beauty queen - next,0
Sight Of You,Tulisa,2012,0,"Pop,R&B",English,sight of you - tulisa,0
Texas Plates,Kellie Coffey,2003,0,Country,English,texas plates - kellie coffey,0
Testify To Love,Wynonna Judd,1998,0,"Pop,Country",English,testify to love - wynonna judd,0
Tickets,Maroon 5,2012,1,"Pop,Electro,Rock",English,tickets - maroon 5,0
Older Women,Ronnie McDowell,1981,0,Country,English,older women - ronnie mcdowell,0
Without You,Rent,1996,0,"Musical,Duet",English,without you - rent,0
Heart On My Sleeve,Olly Murs,2011,0,"Love,Pop",English,heart on my sleeve - olly murs,0
Do That To Me One More Time,Captain & Tennille,1979,0,"Love,Pop,Soft rock",English,do that to me one more time - captain & tennille,0
Carry You,Missy Higgins,2020,0,Pop,English,carry you - missy higgins,0
Let It Ride,Bachman-Turner Overdrive,1973,0,Rock,English,let it ride - bachman-turner overdrive,0
Glorious,The Pierces,2011,0,Pop,English,glorious - the pierces,0
Breathless,The Corrs,2000,0,"Pop,Rock",English,breathless - the corrs,0
Such a Night,Cliff Richard,2013,0,Rock 'n Roll,English,such a night - cliff richard,0
Dear Life,Delta Goodrem,2016,0,Pop,English,dear life - delta goodrem,0
Who's Lonely Now,Highway 101,1989,0,Country,English,who's lonely now - highway 101,0
Again,Bruno Mars,2010,0,"Pop,Soul",English,again - bruno mars,0
Tu m'oublieras,Larusso,1998,0,"R&B,French pop","French,English",tu m'oublieras - larusso,0
Close Up The Honky Tonks,Dwight Yoakam,2007,0,Country,English,close up the honky tonks - dwight yoakam,0
One Hundred Ways,James Ingram,1981,0,"Soul,Jazz,Funk,Love",English,one hundred ways - james ingram,0
You Never Can Tell (live),Bruce Springsteen,2013,0,Rock 'n Roll,English,you never can tell (live) - bruce springsteen,0
Criminal,Britney Spears,2011,0,Pop,English,criminal - britney spears,0
Bare Naked,Jennifer Love Hewitt,2002,0,"Pop,Soft rock",English,bare naked - jennifer love hewitt,0
Look It Up,Ashton Shepherd,2011,0,Country,English,look it up - ashton shepherd,0
I'm Gonna Wash That Man Right Outta My Hair,South Pacific,1949,0,Musical,English,i'm gonna wash that man right outta my hair - south pacific,0
Tell Her,Ritchie Remo,2015,0,Country,English,tell her - ritchie remo,0
Life Turned Her That Way,Ricky Van Shelton,1987,0,"Country,Soft rock",English,life turned her that way - ricky van shelton,0
Yeah Boy,Kelsea Ballerini,2016,0,"Pop,Country",English,yeah boy - kelsea ballerini,0
Oh Lori,Alessi Brothers,1977,0,"Soft rock,Jazz,Pop",English,oh lori - alessi brothers,0
(Hey Why) Miss You Sometime,Pink,2019,1,Pop,English,(hey why) miss you sometime - pink,0
If I Only Knew,Tom Jones,1994,0,"Rock,Pop,Electro",English,if i only knew - tom jones,0
The Power of Love,Engelbert Humperdinck,1986,0,"Pop,Love",English,the power of love - engelbert humperdinck,0
Nature Boy,Céline Dion,2002,0,Jazz,English,nature boy - céline dion,0
A Thousand Stars,Kathy Young,1960,0,Pop,English,a thousand stars - kathy young,0
Sorry 2004,Ruben Studdard,2003,0,"R&B,Soul",English,sorry 2004 - ruben studdard,0
Hard Work,Ella Henderson,2014,0,Pop,English,hard work - ella henderson,0
Don't Forget To Remember Me,Carrie Underwood,2005,0,Country,English,don't forget to remember me - carrie underwood,0
Blue Night,Michael Learns To Rock,2000,0,"Teen pop,Pop",English,blue night - michael learns to rock,0
Lean on Me,Michael Bolton,1993,0,"Soft rock,Pop",English,lean on me - michael bolton,0
Over And Over,The Dave Clark Five,1965,0,"Rock,Pop",English,over and over - the dave clark five,0
Hey Juliet,LMNT,2002,0,"Pop,Teen pop,Rock",English,hey juliet - lmnt,0
The Other Guy,Little River Band,1982,0,"Soft rock,Rock,Pop",English,the other guy - little river band,0
Killing Me Softly With His Song,Perry Como,1973,0,"Soul,Oldies",English,killing me softly with his song - perry como,0
Lady Picture Show,Stone Temple Pilots,1996,0,"Rock,Alternative",English,lady picture show - stone temple pilots,0
Fans,Kings of Leon,2007,0,"Rock,Folk",English,fans - kings of leon,0
Already Home,A Great Big World,2014,0,Pop,English,already home - a great big world,0
Why,3T,1996,0,Soft rock,English,why - 3t,0
R.O.C.K. in the U.S.A.,John Mellencamp,1985,0,"Rock,Pop",English,r.o.c.k. in the u.s.a. - john mellencamp,0
Can I Be Him,James Arthur,2016,0,"Pop,Soft rock",English,can i be him - james arthur,0
I Can't Go On Without You,Kaleo,2016,0,Rock,English,i can't go on without you - kaleo,0
Always Late with Your Kisses,Dwight Yoakam,1987,0,"Country,Rock 'n Roll",English,always late with your kisses - dwight yoakam,0
Be Alright,Dean Lewis,2018,1,Pop,English,be alright - dean lewis,0
Girl,Davy Jones,1971,0,Pop,English,girl - davy jones,0
Angels,Jessica Simpson,2004,0,"Soft rock,Pop",English,angels - jessica simpson,0
Blame It On Me,Chrisette Michele,2009,0,"R&B,Soul",English,blame it on me - chrisette michele,0
Nothing's News,Clint Black,1990,0,Country,English,nothing's news - clint black,0
Forty Six & 2,Tool,1997,0,"Alternative,Hard/Metal",English,forty six & 2 - tool,0
Sheezus,Lily Allen,2014,0,"Pop,Rap",English,sheezus - lily allen,0
Babe,Sugarland,2018,0,"Pop,Country,Duet",English,babe - sugarland,0
You're Such a Good Looking Woman,Mike Denver,2008,0,"Pop,Rock",English,you're such a good looking woman - mike denver,0
I Let Her Lie,Daryle Singletary,1995,0,Country,English,i let her lie - daryle singletary,0
Girls Of Summer,Aerosmith,2002,0,"Rock,Hard/Metal",English,girls of summer - aerosmith,0
Glad You Came,Boyce Avenue,2012,0,"Pop,Soft rock",English,glad you came - boyce avenue,0
The Best Part Of The Day Is The Night,Derek Ryan,2014,0,Country,English,the best part of the day is the night - derek ryan,0
Billy the Kid,Billy Dean,1992,0,Country,English,billy the kid - billy dean,0
Long-Legged Guitar Pickin' Man,Johnny Cash,1967,0,"Country,Rock 'n Roll",English,long-legged guitar pickin' man - johnny cash,0
Diamond Rings and Old Barstools,Tim McGraw,2014,0,"Country,Soft rock",English,diamond rings and old barstools - tim mcgraw,0
After Tonight,REO Speedwagon,1996,0,"Love,Soft rock",English,after tonight - reo speedwagon,0
Don't Worry Be Happy,Hermes House Band,2009,0,"Dance,Pop",English,don't worry be happy - hermes house band,0
7 Seconds,Neneh Cherry,1994,0,"Duet,Pop",English,7 seconds - neneh cherry,0
Papi,Jennifer Lopez,2011,0,"Pop,Dance",English,papi - jennifer lopez,0
Another Day,Buckshot LeFonque,1997,0,"Soul,Jazz,Rap",English,another day - buckshot lefonque,0
Walking Away,Craig David,2001,0,"Love,Soul,R&B",English,walking away - craig david,0
I Don't Care,Ed Sheeran,2019,0,"Pop,Duet",English,i don't care - ed sheeran,0
We Belong Together,Robert & Johnny,1958,0,"Love,Oldies",English,we belong together - robert & johnny,0
Song To Say Goodbye,Placebo,2006,0,"Rock,Alternative",English,song to say goodbye - placebo,0
Superficial Love,Ruth B,2017,0,Pop,English,superficial love - ruth b,0
That Song That We Used to Make Love to,Carrie Underwood,2018,0,Pop,English,that song that we used to make love to - carrie underwood,0
True Love,Pink,2012,1,Pop,English,true love - pink,0
That's How You Know,Nico & Vinz,2015,1,Pop,English,that's how you know - nico & vinz,0
5 More Days 'Til Summer,Lenny Kravitz,2018,0,Rock,English,5 more days 'til summer - lenny kravitz,0
Let Me Take You Home Tonight,Boston,1976,0,Rock,English,let me take you home tonight - boston,0
Lullaby Of Birdland,1950s Standards,1952,0,Oldies,English,lullaby of birdland - 1950s standards,0
Please Be Kind,Frank Sinatra,1962,0,"Jazz,Oldies",English,please be kind - frank sinatra,0
No One in the World,Anita Baker,1986,0,"Soul,80s",English,no one in the world - anita baker,0
Persuasion,Santana,1969,0,Rock,English,persuasion - santana,0
The Last Waltz,Engelbert Humperdinck,1967,0,"Oldies,Love",English,the last waltz - engelbert humperdinck,0
My Love,Westlife,2000,0,"Teen pop,Pop",English,my love - westlife,0
Oh Love,Green Day,2012,0,"Rock,Pop,Alternative,Punk/Grunge",English,oh love - green day,0
Low,Foo Fighters,2003,0,"Alternative,Rock",English,low - foo fighters,0
Who Knows Where the Time Goes?,Eva Cassidy,2002,0,Folk,English,who knows where the time goes? - eva cassidy,0
Right Now,The Pussycat Dolls,2005,0,Pop,English,right now - the pussycat dolls,0
You Look Good in My Shirt,Keith Urban,2002,0,"Country,Rock",English,you look good in my shirt - keith urban,0
He Won't Go,Adele,2011,0,"Soul,Pop",English,he won't go - adele,0
Down On The Farm,Tim McGraw,1994,0,Country,English,down on the farm - tim mcgraw,0
Fall For You,Secondhand Serenade,2008,0,"Rock,Pop",English,fall for you - secondhand serenade,0
I Wish,Carl Thomas,2000,0,R&B,English,i wish - carl thomas,0
The Holly and the Ivy,Christmas Carol,1900,0,"Christmas,Traditionnal",English,the holly and the ivy - christmas carol,0
Sing Me Back Home,Don Williams,2014,0,Country,English,sing me back home - don williams,0
Ave Maria,Frank Sinatra,1948,0,"Christmas,Classical,Christian",English,ave maria - frank sinatra,0
You Can Leave Your Hat On,Joe Cocker,1986,0,"Soul,Pop",English,you can leave your hat on - joe cocker,0
Call It What You Want,New Kids on the Block,1989,0,"R&B,Pop",English,call it what you want - new kids on the block,0
Don't Turn Around,Aswad,1989,0,Pop,English,don't turn around - aswad,0
All Downhill From Here,New Found Glory,2004,0,"Punk/Grunge,Pop",English,all downhill from here - new found glory,0
Mercury Blues,Steve Miller Band,1976,0,"Blues,Rock",English,mercury blues - steve miller band,0
I'd Never Find Another You,Billy Fury,1961,0,"Pop,Rock",English,i'd never find another you - billy fury,0
I Wouldn't Change You If I Could,Ricky Skaggs,1983,0,Country,English,i wouldn't change you if i could - ricky skaggs,0
Music & Me,Michael Jackson,1973,0,Soul,English,music & me - michael jackson,0
From the Time You Say Goodbye,Vera Lynn,1952,0,"Love,Jazz",English,from the time you say goodbye - vera lynn,0
Your Disease,Saliva,2001,0,"Hard/Metal,Rock",English,your disease - saliva,0
Looking Down,Audiovent,2002,0,"Alternative,Rock",English,looking down - audiovent,0
Hey Paula,Paul & Paula,1962,0,Love,English,hey paula - paul & paula,0
My Favorite Things,Postmodern Jukebox,2014,0,"Jazz,Christmas",English,my favorite things - postmodern jukebox,0
Hope You're Feeling Better,Santana,1970,0,Rock,English,hope you're feeling better - santana,0
The Way We Were,Perry Como,1974,0,"Love,Jazz",English,the way we were - perry como,0
We Can Work It Out,The Beatles,1965,0,"Folk,Pop",English,we can work it out - the beatles,0
Love is the Law,The Seahorses,1997,0,"Pop,Rock,Alternative",English,love is the law - the seahorses,0
Another Try,Chris Stapleton,2017,0,"Country,Love",English,another try - chris stapleton,0
"California, Here I Come",Al Jolson,1924,0,"Jazz,Musical",English,"california, here i come - al jolson",0
So Strange,The Paragons,1963,0,"Oldies,Soul",English,so strange - the paragons,0
Lighthouse,Westlife,2011,0,Pop,English,lighthouse - westlife,0
Bop,Dan Seals,1995,0,Country,English,bop - dan seals,0
Ruin,Shawn Mendes,2016,0,Pop,English,ruin - shawn mendes,0
Pieces,Dark New Day,2005,0,"Hard/Metal,Rock",English,pieces - dark new day,0
And Your Bird Can Sing,The Beatles,1966,0,"Rock,Pop",English,and your bird can sing - the beatles,0
The Maestro,Caro Emerald,2013,0,"Pop,Jazz,Electro",English,the maestro - caro emerald,0
Chicken Fried (Home Grown Version),Zac Brown Band,2005,0,Country,English,chicken fried (home grown version) - zac brown band,0
Black Heart,StooShe,2012,0,"Pop,R&B,Soul",English,black heart - stooshe,0
Ragged Old Flag,Johnny Cash,1974,0,Country,English,ragged old flag - johnny cash,0
I Wish You Love,Blossom Dearie,1964,0,Jazz,English,i wish you love - blossom dearie,0
Fire With Fire,Scissor Sisters,2010,0,"Pop,Rock",English,fire with fire - scissor sisters,0
What I Did For Love,Josh Groban,2015,0,"Pop,Soft rock,Love,Musical",English,what i did for love - josh groban,0
Self Control,Infernal,2006,0,"Dance,Electro",English,self control - infernal,0
Medley,The Four Tops,1985,0,"Soul,Pop",English,medley - the four tops,0
Hand to Mouth (live),George Michael,1996,0,Love,English,hand to mouth (live) - george michael,0
Dance On My Own,M.O,2014,0,"Teen pop,Pop,Electro",English,dance on my own - m.o,0
Juju on That Beat (TZ Anthem),Zayion McCall,2016,0,"Rap,Duet",English,juju on that beat (tz anthem) - zayion mccall,0
"Do What You Do, Do Well",Michael English,2015,0,Pop,English,"do what you do, do well - michael english",0
Twisted,Keith Sweat,1996,0,R&B,English,twisted - keith sweat,0
Hound Dog (live),Elvis Presley,1972,0,"Rock 'n Roll,Rock",English,hound dog (live) - elvis presley,0
I Want Crazy,Hunter Hayes,2013,0,Country,English,i want crazy - hunter hayes,0
Whiskey Lullaby,Brad Paisley,2003,0,"Country,Duet",English,whiskey lullaby - brad paisley,0
Sleeping Awake,P.O.D. (Payable On Death),2003,0,"Hard/Metal,Rock",English,sleeping awake - p.o.d. (payable on death),0
September Song,JP Cooper,2016,0,Pop,English,september song - jp cooper,0
Mourning,Tantric,2001,0,"Rock,Hard/Metal",English,mourning - tantric,0
"Another Time, Another Place",Sandi Patty,1999,0,"Soft rock,Christian,Duet",English,"another time, another place - sandi patty",0
Lucky,Bernie Paul,1978,0,Pop,English,lucky - bernie paul,0
Cowboys Like Us,George Strait,2003,0,Country,English,cowboys like us - george strait,0
Woodstock,"Crosby, Stills, Nash and Young",1970,0,"Pop,Rock",English,"woodstock - crosby, stills, nash and young",0
Shine,Booty Luv,2007,0,"Dance,Pop",English,shine - booty luv,0
It Will Rain,Boyce Avenue,2012,0,"Pop,Soft rock,Folk",English,it will rain - boyce avenue,0
You Know What They Do To Guys Like Us In Prison,My Chemical Romance,2004,0,"Alternative,Rock,Punk/Grunge",English,you know what they do to guys like us in prison - my chemical romance,0
R U Kiddin' Me,Anouk,1999,0,"Rock,Pop",English,r u kiddin' me - anouk,0
Forgot About Dre,Eminem,1999,1,Rap,English,forgot about dre - eminem,0
Run Away,Ben Platt,2019,0,Love,English,run away - ben platt,0
Rollin' with the Flow,Charlie Rich,1977,0,Country,English,rollin' with the flow - charlie rich,0
Stuck In The Middle,Mika,2006,0,Pop,English,stuck in the middle - mika,0
She Used to Be Mine,Brooks & Dunn,1993,0,Country,English,she used to be mine - brooks & dunn,0
Sh-Boom (Life Could Be A Dream),The Crew-Cuts,1954,0,"Jazz,Oldies",English,sh-boom (life could be a dream) - the crew-cuts,0
The Greatest Reward,Céline Dion,2002,0,"Pop,Love",English,the greatest reward - céline dion,0
Voodoo,Adam Lambert,2010,0,Pop,English,voodoo - adam lambert,0
Cousin Norman,Marmalade,1971,0,"Rock,Pop",English,cousin norman - marmalade,0
Just Gettin' Started,Jason Aldean,2014,0,"Country,Pop,Rock",English,just gettin' started - jason aldean,0
Private Emotion,Ricky Martin,1999,0,Pop,English,private emotion - ricky martin,0
Out of Sight,Midland,2017,0,Country,English,out of sight - midland,0
Nobody,Keith Sweat,1996,0,"R&B,Soft rock",English,nobody - keith sweat,0
Hey! Jealous Lover,Frank Sinatra,1953,0,Jazz,English,hey! jealous lover - frank sinatra,0
How Great Thou Art,Alan Jackson,2006,0,Soft rock,English,how great thou art - alan jackson,0
Heavy,Collective Soul,1999,0,"Hard/Metal,Alternative",English,heavy - collective soul,0
Is It Any Wonder,Keane,2006,0,"Pop,Rock",English,is it any wonder - keane,0
Lucy in the Sky with Diamonds,Elton John,1974,0,"Pop,Rock",English,lucy in the sky with diamonds - elton john,0
Good Souls,Starsailor,2001,0,"Rock,Pop",English,good souls - starsailor,0
This Love,The Baseballs,2009,0,"Pop,Soft rock,Rock 'n Roll",English,this love - the baseballs,0
When I Need You,Leo Sayer,1976,0,Soft rock,English,when i need you - leo sayer,0
Brown Eyes,Lady Gaga,2008,0,Pop,English,brown eyes - lady gaga,0
Kissin' In The Back Row Of The Movies,The Drifters,1974,0,Soul,English,kissin' in the back row of the movies - the drifters,0
We Are,HAEVN,2019,0,"Pop,Classical",English,we are - haevn,0
I'll Be Home For Christmas,Tony Bennett,2008,0,"Christmas,Jazz",English,i'll be home for christmas - tony bennett,0
Word Of God Speak,MercyMe,2003,0,"Soft rock,Christian",English,word of god speak - mercyme,0
The Power,DJ Fresh,2012,0,"Pop,Electro",English,the power - dj fresh,0
