Title,Artist,Year,Explicit,Styles,Languages,title_artist,synced
Am Seidenen Faden,Tim Bendzko,2013,0,"Pop,Soft rock",German,am seidenen faden - tim bendzko,0
Ms. What's Her Name,Single Tree,2009,0,Country,English,ms. what's her name - single tree,0
Fading Like a Flower,Roxette,1991,0,"Rock,Pop",English,fading like a flower - roxette,0
Down At The Twist And Shout,Mary Chapin Carpenter,1990,0,Country,English,down at the twist and shout - mary chapin carpenter,0
More than Friends,James Hype,2017,0,"Dance,Electro",English,more than friends - james hype,0
Anniversary Song,Tom Jones,1989,0,"Pop,Love",English,anniversary song - tom jones,0
Ne t'en fais pas,Christophe Maé,2013,0,French pop,French,ne t'en fais pas - christophe maé,0
Sweet & Wild,Dierks Bentley,2008,0,"Country,Duet",English,sweet & wild - dierks bentley,0
New Girl,Reggie 'n' Bollie,2016,0,Pop,English,new girl - reggie 'n' bollie,0
Tchu Tcha Tcha,Flavel & Neto,2013,0,"Latin,Dance,French pop","Spanish,French",tchu tcha tcha - flavel & neto,0
Sweetest Devotion,Adele,2015,0,Pop,English,sweetest devotion - adele,0
Hot Girl Bummer,Blackbear,2019,1,"Rap,R&B",English,hot girl bummer - blackbear,0
Crazy All My Life,Daniel Powter,2013,0,"Pop,Rock",English,crazy all my life - daniel powter,0
Despacito,Boyce Avenue,2017,0,"Pop,Folk",Spanish,despacito - boyce avenue,0
Who'd Have Known,Lily Allen,2008,0,"Pop,Rock",English,who'd have known - lily allen,0
Low Budget,The Kinks,1979,0,"Hard/Metal,Rock",English,low budget - the kinks,0
Arnold Layne,Pink Floyd,1967,0,Rock,English,arnold layne - pink floyd,0
One Of The Guys,Kellie Pickler,2008,0,Country,English,one of the guys - kellie pickler,0
Valley Of Tears,Buddy Holly,1958,0,"Blues,Rock 'n Roll",English,valley of tears - buddy holly,0
Le monde est tellement con,Marc Lavoine,1993,0,"French pop,80s",French,le monde est tellement con - marc lavoine,0
The Answer To Everything,David Alexander,1979,0,"Love,Country",English,the answer to everything - david alexander,0
Pregnant,R. Kelly,2009,0,"R&B,Love",English,pregnant - r. kelly,0
Ich hab dich nicht mehr zu verlieren,Johannes Oerding,2019,0,"Pop,Rock,Duet",German,ich hab dich nicht mehr zu verlieren - johannes oerding,0
Don't Let the Sun Go Down on Me,Oleta Adams,1991,0,"Soul,Rock",English,don't let the sun go down on me - oleta adams,0
L.I.F.E.G.O.E.S.O.N,Noah and the Whale,2011,0,"Folk,Alternative",English,l.i.f.e.g.o.e.s.o.n - noah and the whale,0
Seasons Of Love,Rent,1996,0,Musical,English,seasons of love - rent,0
Distant Sun,Crowded House,1993,0,"Rock,Pop,Alternative",English,distant sun - crowded house,0
Teach Your Children,"Crosby, Stills, Nash and Young",1970,0,"Folk,Country",English,"teach your children - crosby, stills, nash and young",0
Here I Am (Come And Take Me),Al Green,1973,0,Soul,English,here i am (come and take me) - al green,0
Left to My Own Devices,Pet Shop Boys,1988,0,"80s,Dance",English,left to my own devices - pet shop boys,0
Somethin' I'm Good At,Brett Eldredge,2017,0,Country,English,somethin' i'm good at - brett eldredge,0
Closure,Chevelle,2002,0,"Pop,Rock",English,closure - chevelle,0
Can't Stop This Thing We Started,Bryan Adams,1991,0,Rock,English,can't stop this thing we started - bryan adams,0
All In You,Synapson,2015,0,"Electro,Dance",English,all in you - synapson,0
Higher & Higher,Jimmy Cliff,1996,0,"Reggae,Pop",English,higher & higher - jimmy cliff,0
End Of Time,The Band Perry,2013,0,"Country,Pop",English,end of time - the band perry,0
Be My Baby,Ariana Grande,2014,0,"Pop,Teen pop,R&B",English,be my baby - ariana grande,0
Clean Up Woman,Betty Wright,1971,0,"Funk,Soul",English,clean up woman - betty wright,0
Let Me Down,Kelly Clarkson,2011,0,"Pop,Rock",English,let me down - kelly clarkson,0
Just Be,Paloma Faith,2012,0,"Soul,Pop",English,just be - paloma faith,0
Summerlove Sensation,Bay City Rollers,1974,0,Pop,English,summerlove sensation - bay city rollers,0
Dindi,Natalie Cole,1996,0,Jazz,Portuguese,dindi - natalie cole,0
La voce del silenzio,Massimo Ranieri,1995,0,"Pop,Love",Italian,la voce del silenzio - massimo ranieri,0
Walk Right Back,The Everly Brothers,1961,0,"Pop,Oldies",English,walk right back - the everly brothers,0
Anyone Who Had A Heart,Dionne Warwick,1963,0,Soul,English,anyone who had a heart - dionne warwick,0
Lady Soul,The Temptations,1986,0,Soul,English,lady soul - the temptations,0
You Lied To Me,Tracy Byrd,1995,0,Country,English,you lied to me - tracy byrd,0
Unstable,Adema,2003,0,Hard/Metal,English,unstable - adema,0
Winter Wonderland,Eurythmics,1987,0,"Christmas,80s",English,winter wonderland - eurythmics,0
That's The Way Love Goes,Janet Jackson,1993,0,"Soft rock,Soul",English,that's the way love goes - janet jackson,0
Up On The Roof,James Taylor,1979,0,Soft rock,English,up on the roof - james taylor,0
On & On,Erykah Badu,1997,0,"Soul,R&B",English,on & on - erykah badu,0
Come Back... Be Here,Taylor Swift,2012,0,"Pop,Country",English,come back... be here - taylor swift,0
Katy On A Mission,Katy B,2010,0,"Electro,R&B",English,katy on a mission - katy b,0
Oh My God,Kaiser Chiefs,2005,0,"Alternative,Rock",English,oh my god - kaiser chiefs,0
Blue Velvet,Lana Del Rey,2012,0,"Pop,Soul,Alternative",English,blue velvet - lana del rey,0
Sur la route de Memphis (La même tribu),Eddy Mitchell,2017,0,"French pop,Country,Rock,Duet",French,sur la route de memphis (la même tribu) - eddy mitchell,0
A Rose Is A Rose,Meredith Edwards,2001,0,Country,English,a rose is a rose - meredith edwards,0
Lovers Never Die,Céline Dion,2019,0,Pop,English,lovers never die - céline dion,0
Confidentiel,Génération Goldman,2013,0,French pop,French,confidentiel - génération goldman,0
Un peu d'amour et d'amitié,Gilbert Bécaud,1972,0,French pop,French,un peu d'amour et d'amitié - gilbert bécaud,0
Laissez-nous chanter,Kids United,2016,0,"French pop,Kids",French,laissez-nous chanter - kids united,0
Mexico,Die Flippers,1987,0,Schlager,German,mexico - die flippers,0
Auf Dem Mond Da Blühen Keine Rosen,Vicky Léandros,1977,0,Schlager,German,auf dem mond da blühen keine rosen - vicky léandros,0
Loyal,Chris Brown,2013,1,Rap,English,loyal - chris brown,0
Blue Hawaii,Vikinger,2000,0,"Schlager,Rock 'n Roll",German,blue hawaii - vikinger,0
Bad Kids,Lady Gaga,2011,0,"Pop,Electro,Dance",English,bad kids - lady gaga,0
We Found Love (Acoustic),Rihanna,2012,0,Pop,English,we found love (acoustic) - rihanna,0
On aime (comme on a été aimé),Jean-Louis Aubert,2009,0,"French pop,Soft rock",French,on aime (comme on a été aimé) - jean-louis aubert,0
Amour siamois,Soprano,2016,0,"French pop,Duet,R&B,Electro",French,amour siamois - soprano,0
Scatman (Ski-Ba-Bop-Ba-Dop-Bop),Scatman John,1994,0,Dance,English,scatman (ski-ba-bop-ba-dop-bop) - scatman john,0
Im wagen vor mir,Die Toten Hosen,1987,0,"Punk/Grunge,Rock,Duet",German,im wagen vor mir - die toten hosen,0
Haunted,Beyoncé,2013,1,"Pop,R&B",English,haunted - beyoncé,0
Bara Bará Bere Berê,Michel Teló,2012,0,"Latin,Pop,World/Folk",Portuguese,bara bará bere berê - michel teló,0
Music & Me,Michael Jackson,1973,0,Soul,English,music & me - michael jackson,0
Undecided,Chris Brown,2019,0,"Pop,R&B,Rap",English,undecided - chris brown,0
Gimme Hope Jo'anna,Eddy Grant,1988,0,Reggae,English,gimme hope jo'anna - eddy grant,0
Come On,Will Young,2009,0,"Electro,Pop",English,come on - will young,0
Here Comes the Girls,Ernie K-Doe,1970,0,"Funk,Soul",English,here comes the girls - ernie k-doe,0
"Truly, Madly, Deeply",Cascada,2006,0,"Soft rock,Pop",English,"truly, madly, deeply - cascada",0
Das Leben ist jetzt,Thomas Anders,2018,0,"Schlager,Dance",German,das leben ist jetzt - thomas anders,0
The Power,DJ Fresh,2012,0,"Pop,Electro",English,the power - dj fresh,0
"Sans chemise, sans pantalon",Rika Zaraï,1975,0,French pop,French,"sans chemise, sans pantalon - rika zaraï",0
Won't Be Broken,Keane,2013,0,"Rock,Pop,Alternative",English,won't be broken - keane,0
God Bless The U.S.A.,American Idol,2003,0,Soft rock,English,god bless the u.s.a. - american idol,0
Paris au mois d'août,Charles Aznavour,1966,0,French pop,French,paris au mois d'août - charles aznavour,0
Don't Let Me Be Lonely,The Band Perry,2013,0,"Country,Pop",English,don't let me be lonely - the band perry,0
Every Little Honky Tonk Bar,George Strait,2019,0,Country,English,every little honky tonk bar - george strait,0
Nutshell,Alice in Chains,1993,0,"Alternative,Rock,Folk",English,nutshell - alice in chains,0
Für die iwigkeit,Räuber,2017,0,"Rock,Schlager",German,für die iwigkeit - räuber,0
Der Kaffee ist fertig...,Peter Cornelius,1980,0,"Love,Schlager",German,der kaffee ist fertig... - peter cornelius,0
Going Down To The River,Doug Seegers,2014,0,Country,English,going down to the river - doug seegers,0
Livin' It Up,Bill LaBounty,1982,0,Soft rock,English,livin' it up - bill labounty,0
Just The Way You Are,Dick Brave & The Backbeats,2011,0,"Oldies,Pop,Rock 'n Roll",English,just the way you are - dick brave & the backbeats,0
It Takes Two,Hairspray (musical),2002,0,Musical,English,it takes two - hairspray (musical),0
I Found Lovin',The Fatback Band,1988,0,"80s,Pop,Funk",English,i found lovin' - the fatback band,0
So Good,Zara Larsson,2017,0,Pop,English,so good - zara larsson,0
We Were,Keith Urban,2019,0,Country,English,we were - keith urban,0
Du bist mein Glück,Matthias Reim,2010,0,"Schlager,Pop",German,du bist mein glück - matthias reim,0
Come Rain or Come Shine,Michael Bublé,2014,0,Jazz,English,come rain or come shine - michael bublé,0
Hier,Blof,2000,0,"Rock,Pop",Dutch,hier - blof,0
"Disco Medley, Pt. II",Selena,1997,0,"Disco,Pop",English,"disco medley, pt. ii - selena",0
Losing Sleep,John Newman,2013,0,"Pop,Soul",English,losing sleep - john newman,0
Mother Nature's Son,The Beatles,1968,0,Folk,English,mother nature's son - the beatles,0
Distratto,Francesca Michielin,2011,0,"Pop,Soft rock",Italian,distratto - francesca michielin,0
Granada,Katherine Jenkins,2006,0,Classical,English,granada - katherine jenkins,0
For the Heart,Elvis Presley,1976,0,"Oldies,Rock",English,for the heart - elvis presley,0
Blue Clear Sky,George Strait,1996,0,Country,English,blue clear sky - george strait,0
East Of The Sun (West Of The Moon),Diana Krall,1999,0,"Jazz,Love",English,east of the sun (west of the moon) - diana krall,0
Ain't That Lonely Yet,Dwight Yoakam,1993,0,"Country,Soft rock",English,ain't that lonely yet - dwight yoakam,0
Love Come Down,Evelyn King,1982,0,"Funk,Disco",English,love come down - evelyn king,0
Mz. Hyde,Halestorm,2012,1,"Hard/Metal,Alternative,Rock",English,mz. hyde - halestorm,0
Une autre histoire,Gérard Blanc,1987,0,French pop,French,une autre histoire - gérard blanc,0
I Keep Looking,Sara Evans,2000,0,Country,English,i keep looking - sara evans,0
Immortels,"Dracula, L'amour plus fort que la mort",2011,0,"Musical,French pop",French,"immortels - dracula, l'amour plus fort que la mort",0
L'amour est mort,Gilbert Bécaud,1980,0,"French pop,Duet",French,l'amour est mort - gilbert bécaud,0
The Dogs of War,Pink Floyd,1987,0,"Blues,Rock,Alternative",English,the dogs of war - pink floyd,0
Play It Again,Luke Bryan,2013,0,Country,English,play it again - luke bryan,0
No tengo dinero,Righeira,1983,0,80s,Spanish,no tengo dinero - righeira,0
Show Off,The Drowsy Chaperone,2004,0,Musical,English,show off - the drowsy chaperone,0
Blackberry Way,The Move,1968,0,Rock,English,blackberry way - the move,0
Kill For A Broken Heart,Ben Saunders,2011,0,"Pop,Soul",English,kill for a broken heart - ben saunders,0
Tulsa Time,Don Williams,1978,0,Country,English,tulsa time - don williams,0
The Bare Necessities / I Wanna Be Like You,The Overtones,2013,0,Jazz,English,the bare necessities / i wanna be like you - the overtones,0
Love is All Around,Mike Denver,2019,0,"Country,Celtic,Folk",English,love is all around - mike denver,0
Bonne année,La Compagnie Créole,1989,0,"French pop,Zouk/Creole",French,bonne année - la compagnie créole,0
Remember When It Rained,Josh Groban,2003,0,Soft rock,English,remember when it rained - josh groban,0
Dieu que l'amour est triste,Daniel Balavoine,1982,0,"French pop,80s",French,dieu que l'amour est triste - daniel balavoine,0
Father Figure (MTV Unplugged),George Michael,2017,0,Pop,English,father figure (mtv unplugged) - george michael,0
Apeman,The Kinks,1970,0,Rock,English,apeman - the kinks,0
You Can Do Magic,America,1973,0,"Pop,Rock",English,you can do magic - america,0
When Something Is Wrong with My Baby,Travis Tritt,2002,0,"Country,Love,Duet",English,when something is wrong with my baby - travis tritt,0
The End,The Beatles,1969,0,Rock,English,the end - the beatles,0
This Old House,Brian Setzer,1998,0,"Rock 'n Roll,Jazz,Blues",English,this old house - brian setzer,0
Fake Tales of San Francisco,Arctic Monkeys,2006,0,"Rock,Alternative",English,fake tales of san francisco - arctic monkeys,0
Pony Time,Chubby Checker,1962,0,"Oldies,Rock 'n Roll",English,pony time - chubby checker,0
Saw You Running,Nathan Carter,2013,0,"Celtic,Country",English,saw you running - nathan carter,0
Go Now,The Moody Blues,1965,0,Pop,English,go now - the moody blues,0
You Found Me,FFH,2003,0,"Christian,Pop",English,you found me - ffh,0
Kickstart my Heart,Mötley Crüe,1989,0,"Hard/Metal,Rock",English,kickstart my heart - mötley crüe,0
Another Saturday Night,Sam Cooke,1963,0,"Soul,Oldies",English,another saturday night - sam cooke,0
When The Fog Rolls In,Train,2012,0,"Pop,Folk,Rock",English,when the fog rolls in - train,0
Buona Sera,Dick Brave & The Backbeats,2003,0,Rock 'n Roll,English,buona sera - dick brave & the backbeats,0
Ramona,The Bachelors,1964,0,Pop,English,ramona - the bachelors,0
Sweets For My Sweet,C.J. Lewis,1994,0,"Pop,Reggae",English,sweets for my sweet - c.j. lewis,0
Too Darn Hot,Ella Fitzgerald,1956,0,"Oldies,Jazz",English,too darn hot - ella fitzgerald,0
Black and Gold,Brenna Whitaker,2015,0,"Pop,Jazz",English,black and gold - brenna whitaker,0
What Do You Mean?,Justin Bieber,2015,0,"Pop,Dance,Electro",English,what do you mean? - justin bieber,0
Voices,Ann Lee,1999,0,Dance,English,voices - ann lee,0
Dove e quando,Benji & Fede,2019,0,"Pop,Latin",Italian,dove e quando - benji & fede,0
Saved by the Bell,Bee Gees,1969,0,"Love,Pop",English,saved by the bell - bee gees,0
Somethin' Else,Tanya Tucker,1994,0,"Rock 'n Roll,Duet",English,somethin' else - tanya tucker,0
History Has Its Eyes on You,Hamilton,2015,0,"Musical,Pop",English,history has its eyes on you - hamilton,0
Sylvia's Mother,Dr. Hook & The Medicine Show,1971,0,Country,English,sylvia's mother - dr. hook & the medicine show,0
Nord sud ovest est,883,1993,0,"Latin,Pop,Dance",Italian,nord sud ovest est - 883,0
Love You When I'm Drunk,Mika,2012,0,Pop,English,love you when i'm drunk - mika,0
La rua Madureira,Nino Ferrer,1969,0,"French pop,Latin",French,la rua madureira - nino ferrer,0
All of You,Julio Iglesias,1984,0,"Love,Soft rock,Duet",English,all of you - julio iglesias,0
Suite Madame Blue,Styx,1975,0,Rock,English,suite madame blue - styx,0
Just a Little Bit,Elvis Presley,1973,0,"Rock,Blues",English,just a little bit - elvis presley,0
Amoureux fous...,Herbert Léonard,1983,0,"French pop,Duet",French,amoureux fous... - herbert léonard,0
Flowerbed,Take That,2010,0,Pop,English,flowerbed - take that,0
Dark Horse,Amanda Marshall,1997,0,"Soft rock,Love",English,dark horse - amanda marshall,0
All I Have To Do Is Dream,Barry Manilow,2006,0,Love,English,all i have to do is dream - barry manilow,0
Everytime It Rains,Ace Of Base,1999,0,Pop,English,everytime it rains - ace of base,0
What Whiskey Does,Randy Houser,2018,0,Country,English,what whiskey does - randy houser,0
Poetic Justice,Kendrick Lamar,2013,0,Rap,English,poetic justice - kendrick lamar,0
Better Place,Rachel Platten,2016,0,"Pop,Love",English,better place - rachel platten,0
Choo Choo Ch'Boogie,B.B. King,1999,0,"Blues,Rock 'n Roll",English,choo choo ch'boogie - b.b. king,0
I Want a Hippopotamus for Christmas,Postmodern Jukebox,2019,0,"Christmas,Pop",English,i want a hippopotamus for christmas - postmodern jukebox,0
Eine neue Liebe ist wie ein neues Leben,Dieter Thomas Kuhn,1995,0,"Schlager,Duet",German,eine neue liebe ist wie ein neues leben - dieter thomas kuhn,0
Dis-moi pas ça,Okoumé,1997,0,"Rock,Pop",French,dis-moi pas ça - okoumé,0
Promised Land,Elvis Presley,1974,0,"Rock 'n Roll,Oldies",English,promised land - elvis presley,0
Phänomen,Helene Fischer,2011,0,"Pop,Schlager",German,phänomen - helene fischer,0
Sur ton visage une larme,Lucky Blondo,1964,0,French pop,French,sur ton visage une larme - lucky blondo,0
Dutty Love,Don Omar,2012,0,"Pop,Reggae,Zouk/Creole,Dance,Duet",Spanish,dutty love - don omar,0
Zip Gun Bop,Royal Crown Revue,1996,0,Rock 'n Roll,English,zip gun bop - royal crown revue,0
Pretty Heart,Parker McCollum,2019,0,"Country,Pop",English,pretty heart - parker mccollum,0
Chemicals React,Aly & AJ,2006,0,"Teen pop,Rock",English,chemicals react - aly & aj,0
I Think of You,Perry Como,1971,0,"Love,Pop",English,i think of you - perry como,0
Nervous (The Ooh Song: Mark McCabe Remix),Gavin James,2016,0,"Pop,Dance,Electro",English,nervous (the ooh song: mark mccabe remix) - gavin james,0
Rosalita (Come Out Tonight),Bruce Springsteen,1973,0,Rock,English,rosalita (come out tonight) - bruce springsteen,0
Wildflowers,Tom Petty,1994,0,"Folk,Pop",English,wildflowers - tom petty,0
Arrivederci Roma,Dean Martin,1976,0,"Oldies,Jazz",English,arrivederci roma - dean martin,0
Free At Last,DC Talk,1995,0,"Pop,Rap,Christian",English,free at last - dc talk,0
Right Now,Rihanna,2012,0,"Dance,Electro,Pop",English,right now - rihanna,0
Iron Lion Zion,Bob Marley,1972,0,Reggae,English,iron lion zion - bob marley,0
Tombé,M. Pokora,2019,0,French pop,French,tombé - m. pokora,0
El perdón,Nicky Jam,2015,0,"Pop,Latin,Duet",Spanish,el perdón - nicky jam,0
Rock-a-Beatin' Boogie,Bill Haley & His Comets,1955,0,Rock 'n Roll,English,rock-a-beatin' boogie - bill haley & his comets,0
Under The Bridges Of Paris,Dean Martin,1955,0,"Oldies,Pop",English,under the bridges of paris - dean martin,0
Verover mij,Niels Destadsbader,2018,0,Pop,Dutch,verover mij - niels destadsbader,0
Grace,Rag'n'Bone Man,2017,0,"Soul,Blues",English,grace - rag'n'bone man,0
While My Guitar Gently Weeps,The Jeff Healey Band,1990,0,Rock,English,while my guitar gently weeps - the jeff healey band,0
Tytöt Tykkää,Tea,2007,0,"Pop,Dance,Electro",Finnish,tytöt tykkää - tea,0
Let Your Love Flow,Dana Winner,2001,0,Pop,English,let your love flow - dana winner,0
Amante Bandido,Miguel Bosé,1984,0,Pop,Spanish,amante bandido - miguel bosé,0
When I'm Gone,Joey + Rory,2012,0,"Country,Love",English,when i'm gone - joey + rory,0
Perfect 10,The Beautiful South,1998,0,"Rock,Alternative,Pop",English,perfect 10 - the beautiful south,0
Sie liebt ihn immer noch,Michael Wendler,2011,0,"Schlager,Dance",German,sie liebt ihn immer noch - michael wendler,0
Life Support,Sam Smith,2014,0,"Pop,R&B,Electro",English,life support - sam smith,0
Le coach,Soprano,2018,0,"Rap,Duet,French pop,Dance",French,le coach - soprano,0
War Machine,AC/DC,2008,0,"Rock,Hard/Metal",English,war machine - ac/dc,0
C'est la même chanson,M. Pokora,2016,0,French pop,French,c'est la même chanson - m. pokora,0
X,Nicky Jam,2018,0,"Pop,Reggae,Latin",Spanish,x - nicky jam,0
Je suis moi,Shy'm,2010,0,"R&B,French pop",French,je suis moi - shy'm,0
You Can't Do That,The Beatles,1964,0,"Rock 'n Roll,Rock",English,you can't do that - the beatles,0
Mujer bruja,Mala Rodríguez,2018,0,"Pop,Duet",Spanish,mujer bruja - mala rodríguez,0
Hold Me While You Wait,Lewis Capaldi,2019,0,Pop,English,hold me while you wait - lewis capaldi,0
The Cure,Lady Gaga,2017,0,Pop,English,the cure - lady gaga,0
Born A Woman,Sandy Posey,1966,0,"Folk,Pop",English,born a woman - sandy posey,0
Donatella,Lady Gaga,2013,1,"Pop,Dance,Electro",English,donatella - lady gaga,0
Kidz,Take That,2010,0,Pop,English,kidz - take that,0
Sopa fria,M-Clan,2005,0,"Alternative,Pop,Rock",Spanish,sopa fria - m-clan,0
Mitten Unterm Jahr,Christina Stürmer,2006,0,"Pop,Soft rock",German,mitten unterm jahr - christina stürmer,0
Take These Chains from My Heart,"Hank Williams, Sr.",1953,0,Country,English,"take these chains from my heart - hank williams, sr.",0
When Will I Be Famous?,Matt Goss,2013,0,"Pop,Jazz",English,when will i be famous? - matt goss,0
Au petit bal du sans soucis,Frank Michael,2011,0,French pop,French,au petit bal du sans soucis - frank michael,0
Blue Moon,Mel Tormé,1955,0,"Jazz,Oldies",English,blue moon - mel tormé,0
My True Story,The Jive Five,1961,0,Pop,English,my true story - the jive five,0
Blue Angel,Roy Orbison,1961,0,"Rock 'n Roll,Pop,Rock",English,blue angel - roy orbison,0
Me and Jack,Jon Pardi,2019,0,Country,English,me and jack - jon pardi,0
Wake Up Older,Julie Roberts,2005,0,"Soft rock,Country",English,wake up older - julie roberts,0
Thunderclouds,LSD,2018,0,"Pop,Duet",English,thunderclouds - lsd,0
Indian Reservation (The Lament of the Cherokee Reservation Indian),Paul Revere & The Raiders,1971,0,"Pop,Rock",English,indian reservation (the lament of the cherokee reservation indian) - paul revere & the raiders,0
Pay Me My Money Down,Mike Denver,2007,0,Country,English,pay me my money down - mike denver,0
Caledonia,Nathan Carter,2012,0,"Celtic,Country,Pop,Love",English,caledonia - nathan carter,0
Zouk la sé sèl médikaman nou ni,Kassav,1984,0,Zouk/Creole,Creole,zouk la sé sèl médikaman nou ni - kassav,0
Overjoyed,Stevie Wonder,1986,0,"Soul,Pop,Christmas",English,overjoyed - stevie wonder,0
You Are My Sunshine,Nat King Cole,1955,0,"Love,Jazz",English,you are my sunshine - nat king cole,0
Nothin' New Under the Neon,Midland,2017,0,Country,English,nothin' new under the neon - midland,0
I Love My Friend,Charlie Rich,1974,0,Country,English,i love my friend - charlie rich,0
I Wanna Be Your Man,The Beatles,1963,0,Rock 'n Roll,English,i wanna be your man - the beatles,0
It Will Rain,Boyce Avenue,2012,0,"Pop,Soft rock,Folk",English,it will rain - boyce avenue,0
You Remind Me Of Something,R. Kelly,1995,0,"R&B,Love",English,you remind me of something - r. kelly,0
Le temps,Charles Aznavour,1964,0,French pop,French,le temps - charles aznavour,0
Ethiopie,Chanteurs Sans Frontières,1985,0,French pop,French,ethiopie - chanteurs sans frontières,0
Right Now,Mary J. Blige,2014,0,R&B,English,right now - mary j. blige,0
La mauvaise réputation,Sinsemilia,1998,0,"Reggae,French pop",French,la mauvaise réputation - sinsemilia,0
Leave a Light On,Belinda Carlisle,1989,0,"Pop,Rock",English,leave a light on - belinda carlisle,0
If I Could Change Your Mind,Haim,2014,0,"Pop,Rock,Alternative",English,if i could change your mind - haim,0
Wannabe,Postmodern Jukebox,2020,0,"Pop,Jazz",English,wannabe - postmodern jukebox,0
Ming eetste Fründin,Bläck Fööss,1976,0,"Folk,Schlager",German,ming eetste fründin - bläck fööss,0
The First Time Ever I Saw Your Face,Stereophonics,2008,0,"Love,Soft rock",English,the first time ever i saw your face - stereophonics,0
"Jump, Jive An' Wail",Louis Prima,1956,0,"Rock 'n Roll,Oldies",English,"jump, jive an' wail - louis prima",0
Bad Habit,Ben Platt,2019,0,Pop,English,bad habit - ben platt,0
It's the Most Wonderful Time of the Year,The Overtones,2013,0,"Christmas,Jazz,Pop",English,it's the most wonderful time of the year - the overtones,0
Something Better,Lady Antebellum,2015,0,"Pop,Electro",English,something better - lady antebellum,0
Waterfall,Pink,2017,0,"Pop,Dance,Electro",English,waterfall - pink,0
Starstrukk,3OH!3,2009,1,"Pop,Dance,Electro",English,starstrukk - 3oh!3,0
Voici les clés (duo),Gérard Lenorman,2011,0,"French pop,Duet",French,voici les clés (duo) - gérard lenorman,0
Mon paradis,Christophe Maé,2007,0,French pop,French,mon paradis - christophe maé,0
She Got the Best of Me,Luke Combs,2018,0,Country,English,she got the best of me - luke combs,0
Memories Are Made Of,Luke Combs,2017,0,"Pop,Country",English,memories are made of - luke combs,0
I Want You Back,NSYNC,1996,0,"Teen pop,Pop",English,i want you back - nsync,0
That Sound,Sam Fender,2018,0,Rock,English,that sound - sam fender,0
Angels Fly Away,Eric Durrance,2008,0,"Soft rock,Country",English,angels fly away - eric durrance,0
Run With The Pack,Bad Company,1976,0,"Hard/Metal,Rock",English,run with the pack - bad company,0
What Are You Listening To,Chris Stapleton,2013,0,"Country,Rock",English,what are you listening to - chris stapleton,0
What I Did For Love,David Guetta,2014,0,"Pop,Dance,Electro",English,what i did for love - david guetta,0
Sur ma vie,Charles Aznavour,1955,0,French pop,French,sur ma vie - charles aznavour,0
Lapin Kesä,Vesa-Matti Loiri,1992,0,Soft rock,Finnish,lapin kesä - vesa-matti loiri,0
What A Wonderful World,Céline Dion,2005,0,"Pop,Soft rock",English,what a wonderful world - céline dion,0
Body Bumpin' (Yippie Yi-Yo),Public Announcement,1998,0,R&B,English,body bumpin' (yippie yi-yo) - public announcement,0
Somebody's Needin' Somebody,Conway Twitty,1984,0,Country,English,somebody's needin' somebody - conway twitty,0
Taking Everything,Gerald Levert,1999,0,"R&B,Soul",English,taking everything - gerald levert,0
Blinded When I See You,Third Eye Blind,2003,0,"Rock,Pop",English,blinded when i see you - third eye blind,0
Vamos a darnos tiempo,José José,1981,0,Love,Spanish,vamos a darnos tiempo - josé josé,0
Don't Threaten me With a Good Time,Thomas Rhett,2019,0,"Pop,Duet,Funk",English,don't threaten me with a good time - thomas rhett,0
When I Fall in Love,Michael Bublé,2018,0,"Love,Jazz",English,when i fall in love - michael bublé,0
If You're Going Through Hell (Before The Devil Even Knows),Rodney Atkins,2006,0,Country,English,if you're going through hell (before the devil even knows) - rodney atkins,0
Ma liberté,Chimène Badi,2011,0,French pop,French,ma liberté - chimène badi,0
Swing The Mood,Jive Bunny And The Mastermixers,1989,0,Rock 'n Roll,English,swing the mood - jive bunny and the mastermixers,0
Should've Been Us,Tori Kelly,2015,0,"R&B,Pop",English,should've been us - tori kelly,0
La Mentira,Dani Martín,2020,0,"Pop,Rock",Spanish,la mentira - dani martín,0
Hot2touch,Felix Jaehn,2017,0,Electro,English,hot2touch - felix jaehn,0
Die immer lacht,Tanja Lasch,2016,0,"Schlager,Dance",German,die immer lacht - tanja lasch,0
Untouchable,Girls Aloud,2009,0,"Pop,Dance,Electro",English,untouchable - girls aloud,0
This is Not America,David Bowie,1985,0,"Pop,Rock,80s",English,this is not america - david bowie,0
Muscles,Diana Ross,1981,0,Pop,English,muscles - diana ross,0
Jelly Bean,Laurent Voulzy,2008,0,French pop,French,jelly bean - laurent voulzy,0
Just Like A Pill,Pink,2001,1,"Pop,Rock",English,just like a pill - pink,0
Angel,Fleetwood Mac,1979,0,"Rock,Pop",English,angel - fleetwood mac,0
Pas de boogie-woogie,Eddy Mitchell,1976,0,"French pop,Rock 'n Roll",French,pas de boogie-woogie - eddy mitchell,0
J'aime Paris au mois de mai,Michel Leeb,2002,0,"Jazz,French pop",French,j'aime paris au mois de mai - michel leeb,0
I Love To Boogie,T. Rex,1976,0,Rock,English,i love to boogie - t. rex,0
Ooo La La La,Teena Marie,1988,0,"R&B,80s,Pop",English,ooo la la la - teena marie,0
Talk That Talk,Rihanna,2011,1,R&B,English,talk that talk - rihanna,0
In My Mind,Heather Headley,2006,0,"Soul,R&B",English,in my mind - heather headley,0
Would You Call That Love,Kelly Clarkson,2017,0,"Pop,R&B,Soul,Gospel",English,would you call that love - kelly clarkson,0
